,TCGA-B0-4712,TCGA-B0-4821,TCGA-B0-5081,TCGA-B0-5085,TCGA-B0-5088,TCGA-B0-5106,TCGA-B0-5115,TCGA-B0-5117,TCGA-B0-5696,TCGA-B0-5697,TCGA-B0-5698,TCGA-B0-5702,TCGA-B0-5703,TCGA-B0-5706,TCGA-B0-5709,TCGA-B0-5712,TCGA-B0-5812,TCGA-B8-4148,TCGA-B8-4151,TCGA-B8-4153,TCGA-B8-4619,TCGA-B8-4622,TCGA-B8-5158,TCGA-B8-5159,TCGA-B8-5162,TCGA-B8-5164,TCGA-B8-5165,TCGA-B8-5546,TCGA-B8-5549,TCGA-B8-5550,TCGA-B8-5551,TCGA-B8-5553,TCGA-B8-A54D,TCGA-B8-A54E,TCGA-B8-A54F,TCGA-B8-A54G,TCGA-BP-4164,TCGA-BP-4167,TCGA-BP-4770,TCGA-BP-4782,TCGA-BP-4960,TCGA-BP-4962,TCGA-BP-4965,TCGA-BP-4967,TCGA-BP-4970,TCGA-BP-4971,TCGA-BP-4972,TCGA-BP-4976,TCGA-BP-4977,TCGA-BP-4982,TCGA-BP-4986,TCGA-BP-4988,TCGA-BP-4989,TCGA-BP-4992,TCGA-BP-4994,TCGA-BP-4995,TCGA-BP-4999,TCGA-BP-5000,TCGA-BP-5001,TCGA-BP-5004,TCGA-BP-5006,TCGA-BP-5007,TCGA-BP-5009,TCGA-BP-5010,TCGA-BP-5174,TCGA-BP-5175,TCGA-BP-5180,TCGA-BP-5181,TCGA-BP-5183,TCGA-BP-5184,TCGA-BP-5186,TCGA-BP-5187,TCGA-BP-5189,TCGA-BP-5190,TCGA-BP-5191,TCGA-BP-5192,TCGA-BP-5194,TCGA-BP-5195,TCGA-BP-5196,TCGA-BP-5199,TCGA-BP-5200,TCGA-CJ-4637,TCGA-CJ-4641,TCGA-CJ-4900,TCGA-CJ-4902,TCGA-CJ-4903,TCGA-CJ-4904,TCGA-CJ-4923,TCGA-CJ-6027,TCGA-CJ-6028,TCGA-CJ-6030,TCGA-CJ-6033,TCGA-CZ-4859,TCGA-CZ-4863,TCGA-CZ-4865,TCGA-CZ-5451,TCGA-CZ-5462,TCGA-CZ-5468,TCGA-CZ-5984,TCGA-CZ-5985,TCGA-CZ-5988,TCGA-G6-A5PC,TCGA-G6-A8L7
TCGA-B8-5546,0.0,0.0,0.0,0.006802721088435374,0.0,0.006802721088435374,0.007518796992481203,0.02040816326530612,0.006802721088435374,0.013605442176870748,0.013605442176870748,0.0,0.013605442176870748,0.0,0.0,0.0,0.007518796992481203,0.0,0.006802721088435374,0.047619047619047616,0.047619047619047616,0.006802721088435374,0.0,0.02040816326530612,0.006802721088435374,0.047619047619047616,0.006802721088435374,1.0,0.006802721088435374,0.0,0.0,0.013605442176870748,0.0,0.027210884353741496,0.04081632653061224,0.0,0.006802721088435374,0.0,0.0,0.013605442176870748,0.0,0.0,0.022556390977443608,0.006802721088435374,0.006802721088435374,0.0,0.047619047619047616,0.008928571428571428,0.006802721088435374,0.007518796992481203,0.006802721088435374,0.006802721088435374,0.0,0.04081632653061224,0.047619047619047616,0.007518796992481203,0.015037593984962405,0.0,0.006802721088435374,0.02040816326530612,0.008928571428571428,0.047619047619047616,0.007518796992481203,0.0,0.013605442176870748,0.0,0.007518796992481203,0.007518796992481203,0.007518796992481203,0.007518796992481203,0.007518796992481203,0.007518796992481203,0.008928571428571428,0.006802721088435374,0.0,0.006802721088435374,0.007518796992481203,0.007518796992481203,0.0,0.0,0.006802721088435374,0.0,0.0,0.0,0.0,0.0,0.007518796992481203,0.0,0.0,0.0,0.0,0.0,0.006802721088435374,0.047619047619047616,0.006802721088435374,0.006802721088435374,0.0,0.04081632653061224,0.0,0.0,0.047619047619047616,0.0,0.0
TCGA-B8-5549,0.006802721088435374,0.006802721088435374,0.006802721088435374,0.0,0.006802721088435374,0.047619047619047616,0.0,0.013605442176870748,0.0,0.013605442176870748,0.0,0.013605442176870748,0.0,0.006802721088435374,0.006802721088435374,0.006802721088435374,0.0,0.04081632653061224,0.0,0.006802721088435374,0.006802721088435374,0.0,0.006802721088435374,0.034013605442176874,0.047619047619047616,0.006802721088435374,0.034013605442176874,0.006802721088435374,1.0,0.006802721088435374,0.006802721088435374,0.013605442176870748,0.006802721088435374,0.013605442176870748,0.013605442176870748,0.006802721088435374,0.0,0.006802721088435374,0.006802721088435374,0.013605442176870748,0.006802721088435374,0.006802721088435374,0.0,0.047619047619047616,0.034013605442176874,0.006802721088435374,0.006802721088435374,0.0,0.034013605442176874,0.0,0.034013605442176874,0.0,0.013605442176870748,0.013605442176870748,0.006802721088435374,0.0,0.0,0.006802721088435374,0.0,0.0,0.0,0.006802721088435374,0.0,0.006802721088435374,0.04081632653061224,0.006802721088435374,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006802721088435374,0.006802721088435374,0.034013605442176874,0.0,0.0,0.04081632653061224,0.006802721088435374,0.0,0.006802721088435374,0.006802721088435374,0.006802721088435374,0.034013605442176874,0.006802721088435374,0.0,0.006802721088435374,0.006802721088435374,0.006802721088435374,0.006802721088435374,0.006802721088435374,0.0,0.006802721088435374,0.027210884353741496,0.0,0.006802721088435374,0.013605442176870748,0.04081632653061224,0.006802721088435374,0.006802721088435374,0.006802721088435374,0.006802721088435374
TCGA-B8-5550,0.04081632653061224,0.04081632653061224,0.04081632653061224,0.0,0.027210884353741496,0.006802721088435374,0.0,0.013605442176870748,0.0,0.006802721088435374,0.0,0.034013605442176874,0.0,0.02040816326530612,0.027210884353741496,0.013605442176870748,0.0,0.013605442176870748,0.0,0.0,0.0,0.0,0.02040816326530612,0.0,0.006802721088435374,0.0,0.0,0.0,0.006802721088435374,1.0,0.027210884353741496,0.013605442176870748,0.034013605442176874,0.006802721088435374,0.006802721088435374,0.027210884353741496,0.0,0.034013605442176874,0.04081632653061224,0.02040816326530612,0.04081632653061224,0.027210884353741496,0.0,0.006802721088435374,0.0,0.04081632653061224,0.0,0.0,0.0,0.0,0.0,0.02040816326530612,0.034013605442176874,0.006802721088435374,0.0,0.0,0.0,0.02040816326530612,0.0,0.0,0.0,0.0,0.0,0.04081632653061224,0.0,0.034013605442176874,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02040816326530612,0.034013605442176874,0.0,0.0,0.0,0.013605442176870748,0.027210884353741496,0.0,0.027210884353741496,0.027210884353741496,0.027210884353741496,0.02040816326530612,0.013605442176870748,0.0,0.04081632653061224,0.02040816326530612,0.047619047619047616,0.027210884353741496,0.04081632653061224,0.0,0.0,0.02040816326530612,0.0,0.034013605442176874,0.006802721088435374,0.013605442176870748,0.027210884353741496,0.0,0.027210884353741496,0.04081632653061224
TCGA-B8-5551,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.006802721088435374,0.047619047619047616,0.006802721088435374,0.0,0.006802721088435374,0.006802721088435374,0.013605442176870748,0.006802721088435374,0.02040816326530612,0.0,0.027210884353741496,0.047619047619047616,0.02040816326530612,0.0,0.013605442176870748,0.006802721088435374,0.0,0.0,0.0,0.027210884353741496,0.0,0.006802721088435374,0.0,0.0,0.0,0.006802721088435374,0.027210884353741496,1.0,0.013605442176870748,0.04081632653061224,0.006802721088435374,0.006802721088435374,0.047619047619047616,0.006802721088435374,0.02040816326530612,0.02040816326530612,0.006802721088435374,0.02040816326530612,0.047619047619047616,0.0,0.006802721088435374,0.0,0.02040816326530612,0.0,0.0,0.0,0.0,0.0,0.0,0.013605442176870748,0.006802721088435374,0.0,0.0,0.0,0.027210884353741496,0.006802721088435374,0.0,0.0,0.0,0.0,0.02040816326530612,0.0,0.02040816326530612,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02040816326530612,0.02040816326530612,0.0,0.0,0.0,0.013605442176870748,0.006802721088435374,0.0,0.047619047619047616,0.047619047619047616,0.034013605442176874,0.02040816326530612,0.02040816326530612,0.0,0.02040816326530612,0.04081632653061224,0.027210884353741496,0.047619047619047616,0.02040816326530612,0.006802721088435374,0.0,0.006802721088435374,0.0,0.04081632653061224,0.006802721088435374,0.013605442176870748,0.047619047619047616,0.0,0.047619047619047616,0.02040816326530612
TCGA-B8-5553,0.013605442176870748,0.013605442176870748,0.013605442176870748,0.006802721088435374,0.013605442176870748,0.013605442176870748,0.0,0.034013605442176874,0.006802721088435374,0.04081632653061224,0.013605442176870748,0.013605442176870748,0.013605442176870748,0.013605442176870748,0.013605442176870748,0.013605442176870748,0.0,0.006802721088435374,0.006802721088435374,0.013605442176870748,0.013605442176870748,0.0,0.013605442176870748,0.013605442176870748,0.013605442176870748,0.013605442176870748,0.0,0.013605442176870748,0.013605442176870748,0.013605442176870748,0.013605442176870748,1.0,0.02040816326530612,0.034013605442176874,0.02040816326530612,0.013605442176870748,0.006802721088435374,0.027210884353741496,0.013605442176870748,0.04081632653061224,0.013605442176870748,0.013605442176870748,0.022556390977443608,0.013605442176870748,0.0,0.013605442176870748,0.013605442176870748,0.0,0.0,0.0,0.0,0.006802721088435374,0.013605442176870748,0.02040816326530612,0.013605442176870748,0.0,0.015037593984962405,0.013605442176870748,0.006802721088435374,0.02040816326530612,0.0,0.013605442176870748,0.0,0.013605442176870748,0.006802721088435374,0.027210884353741496,0.0,0.0,0.0,0.0,0.0,0.0,0.008928571428571428,0.02040816326530612,0.027210884353741496,0.0,0.0,0.0,0.006802721088435374,0.013605442176870748,0.0,0.013605442176870748,0.013605442176870748,0.006802721088435374,0.006802721088435374,0.013605442176870748,0.0,0.013605442176870748,0.013605442176870748,0.013605442176870748,0.013605442176870748,0.013605442176870748,0.006802721088435374,0.013605442176870748,0.02040816326530612,0.0,0.02040816326530612,0.02040816326530612,0.006802721088435374,0.013605442176870748,0.013605442176870748,0.013605442176870748,0.013605442176870748
TCGA-B8-A54D,0.027210884353741496,0.027210884353741496,0.027210884353741496,0.006802721088435374,0.04081632653061224,0.006802721088435374,0.0,0.006802721088435374,0.006802721088435374,0.013605442176870748,0.006802721088435374,0.027210884353741496,0.0,0.027210884353741496,0.04081632653061224,0.02040816326530612,0.0,0.013605442176870748,0.006802721088435374,0.0,0.0,0.0,0.027210884353741496,0.0,0.006802721088435374,0.0,0.0,0.0,0.006802721088435374,0.034013605442176874,0.04081632653061224,0.02040816326530612,1.0,0.006802721088435374,0.006802721088435374,0.04081632653061224,0.006802721088435374,0.027210884353741496,0.027210884353741496,0.013605442176870748,0.027210884353741496,0.04081632653061224,0.0,0.006802721088435374,0.0,0.027210884353741496,0.0,0.0,0.0,0.0,0.0,0.006802721088435374,0.02040816326530612,0.006802721088435374,0.0,0.0,0.0,0.027210884353741496,0.006802721088435374,0.0,0.0,0.0,0.0,0.027210884353741496,0.0,0.027210884353741496,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02040816326530612,0.027210884353741496,0.0,0.0,0.0,0.013605442176870748,0.013605442176870748,0.0,0.04081632653061224,0.04081632653061224,0.027210884353741496,0.02040816326530612,0.02040816326530612,0.0,0.027210884353741496,0.034013605442176874,0.034013605442176874,0.04081632653061224,0.027210884353741496,0.006802721088435374,0.0,0.013605442176870748,0.0,0.047619047619047616,0.006802721088435374,0.013605442176870748,0.04081632653061224,0.0,0.04081632653061224,0.027210884353741496
TCGA-B8-A54E,0.006802721088435374,0.006802721088435374,0.006802721088435374,0.0,0.006802721088435374,0.013605442176870748,0.0,0.04081632653061224,0.0,0.034013605442176874,0.006802721088435374,0.006802721088435374,0.02040816326530612,0.006802721088435374,0.006802721088435374,0.006802721088435374,0.0,0.006802721088435374,0.0,0.027210884353741496,0.027210884353741496,0.0,0.006802721088435374,0.013605442176870748,0.013605442176870748,0.027210884353741496,0.0,0.027210884353741496,0.013605442176870748,0.006802721088435374,0.006802721088435374,0.034013605442176874,0.006802721088435374,1.0,0.034013605442176874,0.006802721088435374,0.0,0.02040816326530612,0.006802721088435374,0.034013605442176874,0.006802721088435374,0.006802721088435374,0.03007518796992481,0.013605442176870748,0.0,0.006802721088435374,0.027210884353741496,0.0,0.0,0.0,0.0,0.0,0.006802721088435374,0.034013605442176874,0.027210884353741496,0.0,0.022556390977443608,0.006802721088435374,0.0,0.027210884353741496,0.0,0.027210884353741496,0.0,0.006802721088435374,0.006802721088435374,0.02040816326530612,0.0,0.0,0.0,0.0,0.0,0.0,0.008928571428571428,0.027210884353741496,0.02040816326530612,0.0,0.0,0.0,0.006802721088435374,0.006802721088435374,0.0,0.006802721088435374,0.006802721088435374,0.006802721088435374,0.006802721088435374,0.006802721088435374,0.0,0.006802721088435374,0.006802721088435374,0.006802721088435374,0.006802721088435374,0.006802721088435374,0.0,0.027210884353741496,0.013605442176870748,0.0,0.006802721088435374,0.034013605442176874,0.006802721088435374,0.006802721088435374,0.027210884353741496,0.006802721088435374,0.006802721088435374
TCGA-B8-A54F,0.006802721088435374,0.006802721088435374,0.006802721088435374,0.0,0.006802721088435374,0.013605442176870748,0.0,0.027210884353741496,0.0,0.02040816326530612,0.006802721088435374,0.006802721088435374,0.006802721088435374,0.006802721088435374,0.006802721088435374,0.006802721088435374,0.0,0.006802721088435374,0.0,0.04081632653061224,0.04081632653061224,0.0,0.006802721088435374,0.013605442176870748,0.013605442176870748,0.04081632653061224,0.0,0.04081632653061224,0.013605442176870748,0.006802721088435374,0.006802721088435374,0.02040816326530612,0.006802721088435374,0.034013605442176874,1.0,0.006802721088435374,0.0,0.006802721088435374,0.006802721088435374,0.02040816326530612,0.006802721088435374,0.006802721088435374,0.015037593984962405,0.013605442176870748,0.0,0.006802721088435374,0.04081632653061224,0.0,0.0,0.0,0.0,0.0,0.006802721088435374,0.047619047619047616,0.04081632653061224,0.0,0.007518796992481203,0.006802721088435374,0.0,0.013605442176870748,0.0,0.04081632653061224,0.0,0.006802721088435374,0.006802721088435374,0.006802721088435374,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013605442176870748,0.006802721088435374,0.0,0.0,0.0,0.006802721088435374,0.006802721088435374,0.0,0.006802721088435374,0.006802721088435374,0.006802721088435374,0.006802721088435374,0.006802721088435374,0.0,0.006802721088435374,0.006802721088435374,0.006802721088435374,0.006802721088435374,0.006802721088435374,0.0,0.04081632653061224,0.013605442176870748,0.0,0.006802721088435374,0.047619047619047616,0.006802721088435374,0.006802721088435374,0.04081632653061224,0.006802721088435374,0.006802721088435374
TCGA-B8-A54G,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.006802721088435374,0.047619047619047616,0.006802721088435374,0.0,0.006802721088435374,0.006802721088435374,0.013605442176870748,0.006802721088435374,0.02040816326530612,0.0,0.027210884353741496,0.047619047619047616,0.02040816326530612,0.0,0.013605442176870748,0.006802721088435374,0.0,0.0,0.0,0.027210884353741496,0.0,0.006802721088435374,0.0,0.0,0.0,0.006802721088435374,0.027210884353741496,0.047619047619047616,0.013605442176870748,0.04081632653061224,0.006802721088435374,0.006802721088435374,1.0,0.006802721088435374,0.02040816326530612,0.02040816326530612,0.006802721088435374,0.02040816326530612,0.047619047619047616,0.0,0.006802721088435374,0.0,0.02040816326530612,0.0,0.0,0.0,0.0,0.0,0.0,0.013605442176870748,0.006802721088435374,0.0,0.0,0.0,0.027210884353741496,0.006802721088435374,0.0,0.0,0.0,0.0,0.02040816326530612,0.0,0.02040816326530612,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02040816326530612,0.02040816326530612,0.0,0.0,0.0,0.013605442176870748,0.006802721088435374,0.0,0.047619047619047616,0.047619047619047616,0.034013605442176874,0.02040816326530612,0.02040816326530612,0.0,0.02040816326530612,0.04081632653061224,0.027210884353741496,0.047619047619047616,0.02040816326530612,0.006802721088435374,0.0,0.006802721088435374,0.0,0.04081632653061224,0.006802721088435374,0.013605442176870748,0.047619047619047616,0.0,0.047619047619047616,0.02040816326530612
TCGA-BP-4164,0.0,0.0,0.0,0.04081632653061224,0.006802721088435374,0.0,0.022556390977443608,0.0,0.047619047619047616,0.013605442176870748,0.04081632653061224,0.0,0.027210884353741496,0.02040816326530612,0.006802721088435374,0.034013605442176874,0.022556390977443608,0.0,0.047619047619047616,0.006802721088435374,0.006802721088435374,0.034013605442176874,0.02040816326530612,0.006802721088435374,0.0,0.006802721088435374,0.013605442176870748,0.006802721088435374,0.0,0.0,0.006802721088435374,0.006802721088435374,0.006802721088435374,0.0,0.0,0.006802721088435374,1.0,0.0,0.0,0.0,0.0,0.006802721088435374,0.015037593984962405,0.0,0.013605442176870748,0.0,0.006802721088435374,0.026785714285714284,0.013605442176870748,0.022556390977443608,0.013605442176870748,0.02040816326530612,0.0,0.0,0.006802721088435374,0.022556390977443608,0.022556390977443608,0.027210884353741496,0.04081632653061224,0.02040816326530612,0.026785714285714284,0.006802721088435374,0.022556390977443608,0.0,0.006802721088435374,0.0,0.022556390977443608,0.022556390977443608,0.022556390977443608,0.022556390977443608,0.022556390977443608,0.022556390977443608,0.026785714285714284,0.006802721088435374,0.0,0.013605442176870748,0.022556390977443608,0.022556390977443608,0.0,0.013605442176870748,0.04081632653061224,0.006802721088435374,0.006802721088435374,0.0,0.0,0.034013605442176874,0.022556390977443608,0.0,0.006802721088435374,0.0,0.006802721088435374,0.0,0.047619047619047616,0.006802721088435374,0.0,0.04081632653061224,0.006802721088435374,0.0,0.0,0.006802721088435374,0.006802721088435374,0.006802721088435374,0.0
TCGA-BP-4167,0.034013605442176874,0.034013605442176874,0.034013605442176874,0.0,0.02040816326530612,0.006802721088435374,0.0,0.027210884353741496,0.0,0.02040816326530612,0.0,0.034013605442176874,0.013605442176870748,0.02040816326530612,0.02040816326530612,0.013605442176870748,0.0,0.013605442176870748,0.0,0.0,0.0,0.0,0.02040816326530612,0.0,0.006802721088435374,0.0,0.0,0.0,0.006802721088435374,0.034013605442176874,0.02040816326530612,0.027210884353741496,0.027210884353741496,0.02040816326530612,0.006802721088435374,0.02040816326530612,0.0,1.0,0.034013605442176874,0.034013605442176874,0.034013605442176874,0.02040816326530612,0.015037593984962405,0.006802721088435374,0.0,0.034013605442176874,0.0,0.0,0.0,0.0,0.0,0.013605442176870748,0.027210884353741496,0.006802721088435374,0.0,0.0,0.015037593984962405,0.02040816326530612,0.0,0.013605442176870748,0.0,0.0,0.0,0.034013605442176874,0.0,0.047619047619047616,0.0,0.0,0.0,0.0,0.0,0.0,0.008928571428571428,0.034013605442176874,0.047619047619047616,0.0,0.0,0.0,0.013605442176870748,0.02040816326530612,0.0,0.02040816326530612,0.02040816326530612,0.027210884353741496,0.013605442176870748,0.013605442176870748,0.0,0.034013605442176874,0.02040816326530612,0.034013605442176874,0.02040816326530612,0.034013605442176874,0.0,0.0,0.02040816326530612,0.0,0.027210884353741496,0.006802721088435374,0.013605442176870748,0.02040816326530612,0.0,0.02040816326530612,0.034013605442176874
TCGA-BP-4770,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.0,0.02040816326530612,0.006802721088435374,0.0,0.013605442176870748,0.0,0.006802721088435374,0.0,0.04081632653061224,0.0,0.027210884353741496,0.02040816326530612,0.013605442176870748,0.0,0.013605442176870748,0.0,0.0,0.0,0.0,0.027210884353741496,0.0,0.006802721088435374,0.0,0.0,0.0,0.006802721088435374,0.04081632653061224,0.02040816326530612,0.013605442176870748,0.027210884353741496,0.006802721088435374,0.006802721088435374,0.02040816326530612,0.0,0.034013605442176874,1.0,0.02040816326530612,0.047619047619047616,0.02040816326530612,0.0,0.006802721088435374,0.0,0.047619047619047616,0.0,0.0,0.0,0.0,0.0,0.02040816326530612,0.034013605442176874,0.006802721088435374,0.0,0.0,0.0,0.02040816326530612,0.0,0.0,0.0,0.0,0.0,0.047619047619047616,0.0,0.034013605442176874,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02040816326530612,0.034013605442176874,0.0,0.0,0.0,0.013605442176870748,0.034013605442176874,0.0,0.02040816326530612,0.02040816326530612,0.027210884353741496,0.013605442176870748,0.013605442176870748,0.0,0.047619047619047616,0.02040816326530612,0.04081632653061224,0.02040816326530612,0.047619047619047616,0.0,0.0,0.027210884353741496,0.0,0.027210884353741496,0.006802721088435374,0.013605442176870748,0.02040816326530612,0.0,0.02040816326530612,0.047619047619047616
TCGA-BP-4782,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.0,0.006802721088435374,0.013605442176870748,0.0,0.04081632653061224,0.0,0.034013605442176874,0.006802721088435374,0.02040816326530612,0.013605442176870748,0.006802721088435374,0.006802721088435374,0.006802721088435374,0.0,0.006802721088435374,0.0,0.013605442176870748,0.013605442176870748,0.0,0.006802721088435374,0.013605442176870748,0.013605442176870748,0.013605442176870748,0.0,0.013605442176870748,0.013605442176870748,0.02040816326530612,0.006802721088435374,0.04081632653061224,0.013605442176870748,0.034013605442176874,0.02040816326530612,0.006802721088435374,0.0,0.034013605442176874,0.02040816326530612,1.0,0.02040816326530612,0.006802721088435374,0.022556390977443608,0.013605442176870748,0.0,0.02040816326530612,0.013605442176870748,0.0,0.0,0.0,0.0,0.013605442176870748,0.02040816326530612,0.02040816326530612,0.013605442176870748,0.0,0.015037593984962405,0.006802721088435374,0.0,0.02040816326530612,0.0,0.013605442176870748,0.0,0.02040816326530612,0.006802721088435374,0.034013605442176874,0.0,0.0,0.0,0.0,0.0,0.0,0.008928571428571428,0.02040816326530612,0.034013605442176874,0.0,0.0,0.0,0.006802721088435374,0.02040816326530612,0.0,0.006802721088435374,0.006802721088435374,0.013605442176870748,0.006802721088435374,0.006802721088435374,0.0,0.02040816326530612,0.006802721088435374,0.02040816326530612,0.006802721088435374,0.02040816326530612,0.0,0.013605442176870748,0.027210884353741496,0.0,0.013605442176870748,0.02040816326530612,0.006802721088435374,0.006802721088435374,0.013605442176870748,0.006802721088435374,0.02040816326530612
TCGA-BP-4960,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.0,0.02040816326530612,0.006802721088435374,0.0,0.013605442176870748,0.0,0.006802721088435374,0.0,0.04081632653061224,0.0,0.027210884353741496,0.02040816326530612,0.013605442176870748,0.0,0.013605442176870748,0.0,0.0,0.0,0.0,0.027210884353741496,0.0,0.006802721088435374,0.0,0.0,0.0,0.006802721088435374,0.04081632653061224,0.02040816326530612,0.013605442176870748,0.027210884353741496,0.006802721088435374,0.006802721088435374,0.02040816326530612,0.0,0.034013605442176874,0.047619047619047616,0.02040816326530612,1.0,0.02040816326530612,0.0,0.006802721088435374,0.0,0.047619047619047616,0.0,0.0,0.0,0.0,0.0,0.02040816326530612,0.034013605442176874,0.006802721088435374,0.0,0.0,0.0,0.02040816326530612,0.0,0.0,0.0,0.0,0.0,0.047619047619047616,0.0,0.034013605442176874,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02040816326530612,0.034013605442176874,0.0,0.0,0.0,0.013605442176870748,0.034013605442176874,0.0,0.02040816326530612,0.02040816326530612,0.027210884353741496,0.013605442176870748,0.013605442176870748,0.0,0.047619047619047616,0.02040816326530612,0.04081632653061224,0.02040816326530612,0.047619047619047616,0.0,0.0,0.027210884353741496,0.0,0.027210884353741496,0.006802721088435374,0.013605442176870748,0.02040816326530612,0.0,0.02040816326530612,0.047619047619047616
TCGA-BP-4962,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.006802721088435374,0.047619047619047616,0.006802721088435374,0.0,0.006802721088435374,0.006802721088435374,0.013605442176870748,0.006802721088435374,0.02040816326530612,0.0,0.027210884353741496,0.047619047619047616,0.02040816326530612,0.0,0.013605442176870748,0.006802721088435374,0.0,0.0,0.0,0.027210884353741496,0.0,0.006802721088435374,0.0,0.0,0.0,0.006802721088435374,0.027210884353741496,0.047619047619047616,0.013605442176870748,0.04081632653061224,0.006802721088435374,0.006802721088435374,0.047619047619047616,0.006802721088435374,0.02040816326530612,0.02040816326530612,0.006802721088435374,0.02040816326530612,1.0,0.0,0.006802721088435374,0.0,0.02040816326530612,0.0,0.0,0.0,0.0,0.0,0.0,0.013605442176870748,0.006802721088435374,0.0,0.0,0.0,0.027210884353741496,0.006802721088435374,0.0,0.0,0.0,0.0,0.02040816326530612,0.0,0.02040816326530612,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02040816326530612,0.02040816326530612,0.0,0.0,0.0,0.013605442176870748,0.006802721088435374,0.0,0.047619047619047616,0.047619047619047616,0.034013605442176874,0.02040816326530612,0.02040816326530612,0.0,0.02040816326530612,0.04081632653061224,0.027210884353741496,0.047619047619047616,0.02040816326530612,0.006802721088435374,0.0,0.006802721088435374,0.0,0.04081632653061224,0.006802721088435374,0.013605442176870748,0.047619047619047616,0.0,0.047619047619047616,0.02040816326530612
TCGA-BP-4965,0.0,0.0,0.0,0.015037593984962405,0.0,0.0,0.017543859649122806,0.022556390977443608,0.015037593984962405,0.022556390977443608,0.022556390977443608,0.0,0.03759398496240601,0.0,0.0,0.0,0.017543859649122806,0.0,0.015037593984962405,0.022556390977443608,0.022556390977443608,0.015037593984962405,0.0,0.015037593984962405,0.0,0.022556390977443608,0.015037593984962405,0.022556390977443608,0.0,0.0,0.0,0.022556390977443608,0.0,0.03007518796992481,0.015037593984962405,0.0,0.015037593984962405,0.015037593984962405,0.0,0.022556390977443608,0.0,0.0,1.0,0.0,0.015037593984962405,0.0,0.022556390977443608,0.020833333333333332,0.015037593984962405,0.017543859649122806,0.015037593984962405,0.015037593984962405,0.0,0.015037593984962405,0.022556390977443608,0.017543859649122806,0.040100250626566414,0.0,0.015037593984962405,0.045112781954887216,0.020833333333333332,0.022556390977443608,0.017543859649122806,0.0,0.007518796992481203,0.015037593984962405,0.017543859649122806,0.017543859649122806,0.017543859649122806,0.017543859649122806,0.017543859649122806,0.017543859649122806,0.02976190476190476,0.022556390977443608,0.015037593984962405,0.015037593984962405,0.017543859649122806,0.017543859649122806,0.0,0.007518796992481203,0.015037593984962405,0.0,0.0,0.0,0.0,0.0,0.017543859649122806,0.0,0.0,0.0,0.0,0.0,0.015037593984962405,0.022556390977443608,0.0,0.015037593984962405,0.0,0.015037593984962405,0.0,0.0,0.022556390977443608,0.0,0.0
TCGA-BP-4967,0.006802721088435374,0.006802721088435374,0.006802721088435374,0.0,0.006802721088435374,0.047619047619047616,0.0,0.013605442176870748,0.0,0.013605442176870748,0.0,0.013605442176870748,0.0,0.006802721088435374,0.006802721088435374,0.006802721088435374,0.0,0.04081632653061224,0.0,0.006802721088435374,0.006802721088435374,0.0,0.006802721088435374,0.034013605442176874,0.047619047619047616,0.006802721088435374,0.034013605442176874,0.006802721088435374,0.047619047619047616,0.006802721088435374,0.006802721088435374,0.013605442176870748,0.006802721088435374,0.013605442176870748,0.013605442176870748,0.006802721088435374,0.0,0.006802721088435374,0.006802721088435374,0.013605442176870748,0.006802721088435374,0.006802721088435374,0.0,1.0,0.034013605442176874,0.006802721088435374,0.006802721088435374,0.0,0.034013605442176874,0.0,0.034013605442176874,0.0,0.013605442176870748,0.013605442176870748,0.006802721088435374,0.0,0.0,0.006802721088435374,0.0,0.0,0.0,0.006802721088435374,0.0,0.006802721088435374,0.04081632653061224,0.006802721088435374,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006802721088435374,0.006802721088435374,0.034013605442176874,0.0,0.0,0.04081632653061224,0.006802721088435374,0.0,0.006802721088435374,0.006802721088435374,0.006802721088435374,0.034013605442176874,0.006802721088435374,0.0,0.006802721088435374,0.006802721088435374,0.006802721088435374,0.006802721088435374,0.006802721088435374,0.0,0.006802721088435374,0.027210884353741496,0.0,0.006802721088435374,0.013605442176870748,0.04081632653061224,0.006802721088435374,0.006802721088435374,0.006802721088435374,0.006802721088435374
